W-P,First Choice,Second Choice,Third Choice,Count,undervote,undervote*count,overvote,Total Irregularities,Duplicates,
9-Apr,RYB,FRA,XXX,5,1,5,,,,
10-Apr,RYB,FRA,XXX,7,1,7,,,,
1-May,RYB,FRA,XXX,7,1,7,,,,
2-May,RYB,FRA,XXX,2,1,2,,,,
3-May,RYB,FRA,XXX,2,1,2,,,,
4-May,RYB,FRA,XXX,9,1,9,,,,
5-May,RYB,FRA,XXX,3,1,3,,,,
6-May,RYB,FRA,XXX,2,1,2,,,,
8-May,RYB,FRA,XXX,1,1,1,,,,
10-May,RYB,FRA,XXX,5,1,5,,,,
1-Jun,RYB,FRA,XXX,2,1,2,,,,
2-Jun,RYB,FRA,XXX,4,1,4,,,,
3-Jun,RYB,FRA,XXX,4,1,4,,,,
4-Jun,RYB,FRA,XXX,4,1,4,,,,
4-Jun,RYB,FRA,XXX,6,1,6,,,,
5-Jun,RYB,FRA,XXX,2,1,2,,,,
6-Jun,RYB,FRA,XXX,3,1,3,,,,
7-Jun,RYB,FRA,XXX,3,1,3,,,,
8-Jun,RYB,FRA,XXX,8,1,8,,,,
1-Jul,RYB,FRA,XXX,20,1,20,,,,
2-Jul,RYB,FRA,XXX,1,1,1,,,,
2-Jul,RYB,FRA,XXX,10,1,10,,,,
3-Jul,RYB,FRA,XXX,15,1,15,,,,
4-Jul,RYB,FRA,XXX,19,1,19,,,,
5-Jul,RYB,FRA,XXX,7,1,7,,,,
6-Jul,RYB,FRA,XXX,5,1,5,,,,
7-Jul,RYB,FRA,XXX,5,1,5,,,,
8-Jul,RYB,FRA,XXX,13,1,13,,,,
9-Jul,RYB,FRA,XXX,7,1,7,,,,
10-Jul,RYB,FRA,XXX,4,1,4,,,,
11-Jul,RYB,FRA,XXX,2,1,2,,,,
1-Aug,RYB,FRA,XXX,3,1,3,,,,
2-Aug,RYB,FRA,XXX,2,1,2,,,,
3-Aug,RYB,FRA,XXX,2,1,2,,,,
4-Aug,RYB,FRA,XXX,1,1,1,,,,
5-Aug,RYB,FRA,XXX,9,1,9,,,,
6-Aug,RYB,FRA,XXX,8,1,8,,,,
7-Aug,RYB,FRA,XXX,17,1,17,,,,
8-Aug,RYB,FRA,XXX,11,1,11,,,,
9-Aug,RYB,FRA,XXX,8,1,8,,,,
10-Aug,RYB,FRA,XXX,24,1,24,,,,
1-Sep,RYB,FRA,XXX,11,1,11,,,,
2-Sep,RYB,FRA,XXX,19,1,19,,,,
3-Sep,RYB,FRA,XXX,2,1,2,,,,
4-Sep,RYB,FRA,XXX,2,1,2,,,,
5-Sep,RYB,FRA,XXX,7,1,7,,,,
6-Sep,RYB,FRA,XXX,14,1,14,,,,
7-Sep,RYB,FRA,XXX,1,1,1,,,,
8-Sep,RYB,FRA,XXX,7,1,7,,,,
9-Sep,RYB,FRA,XXX,16,1,16,,,,
10-Sep,RYB,FRA,XXX,3,1,3,,,,
11-Sep,RYB,FRA,XXX,2,1,2,,,,
1-Oct,RYB,FRA,XXX,11,1,11,,,,
2-Oct,RYB,FRA,XXX,3,1,3,,,,
3-Oct,RYB,FRA,XXX,12,1,12,,,,
4-Oct,RYB,FRA,XXX,3,1,3,,,,
5-Oct,RYB,FRA,XXX,1,1,1,,,,
6-Oct,RYB,FRA,XXX,6,1,6,,,,
7-Oct,RYB,FRA,XXX,3,1,3,,,,
8-Oct,RYB,FRA,XXX,7,1,7,,,,
9-Oct,RYB,FRA,XXX,14,1,14,,,,
10-Oct,RYB,FRA,XXX,11,1,11,,,,
11-Oct,RYB,FRA,XXX,1,1,1,,,,
1-Nov,RYB,FRA,XXX,27,1,27,,,,
2-Nov,RYB,FRA,XXX,10,1,10,,,,
3-Nov,RYB,FRA,XXX,11,1,11,,,,
4-Nov,RYB,FRA,XXX,8,1,8,,,,
5-Nov,RYB,FRA,XXX,21,1,21,,,,
6-Nov,RYB,FRA,XXX,15,1,15,,,,
7-Nov,RYB,FRA,XXX,22,1,22,,,,
8-Nov,RYB,FRA,XXX,28,1,28,,,,
9-Nov,RYB,FRA,XXX,24,1,24,,,,
1-Dec,RYB,FRA,XXX,9,1,9,,,,
2-Dec,RYB,FRA,XXX,16,1,16,,,,
3-Dec,RYB,FRA,XXX,19,1,19,,,,
4-Dec,RYB,FRA,XXX,5,1,5,,,,
5-Dec,RYB,FRA,XXX,23,1,23,,,,
6-Dec,RYB,FRA,XXX,17,1,17,,,,
7-Dec,RYB,FRA,XXX,1,1,1,,,,
8-Dec,RYB,FRA,XXX,26,1,26,,,,
9-Dec,RYB,FRA,XXX,15,1,15,,,,
10-Dec,RYB,FRA,XXX,10,1,10,,,,
11-Dec,RYB,FRA,XXX,18,1,18,,,,
13-01,RYB,FRA,XXX,9,1,9,,,,
13-02,RYB,FRA,XXX,26,1,26,,,,
13-03,RYB,FRA,XXX,16,1,16,,,,
13-04,RYB,FRA,XXX,34,1,34,,,,
13-05,RYB,FRA,XXX,25,1,25,,,,
13-06,RYB,FRA,XXX,25,1,25,,,,
13-07,RYB,FRA,XXX,11,1,11,,,,
13-08,RYB,FRA,XXX,9,1,9,,,,
13-09,RYB,FRA,XXX,7,1,7,,,,
13-09,RYB,FRA,XXX,7,1,7,,,,
13-10,RYB,FRA,XXX,12,1,12,,,,
10-Aug,RYB,GIL BESSARD,FRA,1,0,0,,,,
5-May,RYB,JACKIE CHERRY HOLMES,SONDRA SAMUELS,1,0,0,,,,
5-Jul,RYB,JAMES MATCHEN,XXX,1,1,1,,,,
3-Oct,RYB,JAMES REGAN,XXX,1,1,1,,,,
7-Nov,RYB,JEN GALLUS,MIKE LOGAN,1,0,0,,,,
5-Dec,RYB,JOE JOHNSON,KOL,1,0,0,,,,
1-Oct,RYB,JOHN HAYES,LOM,1,0,0,,,,
1-Jul,RYB,JOHN MONTAGUE,FLO,1,0,0,,,,
13-04,RYB,JOSHUA E BERG,FIS,1,0,0,,,,
1-Nov,RYB,KARL BROPHEY,JOHN BENNINGHOLT,1,0,0,,,,
2-Jan,RYB,KOL,BOB MILLER,1,0,0,,,,
8-Oct,RYB,KOL,BRUCE WADMAN,1,0,0,,,,
5-Feb,RYB,KOL,CAM GORDON,1,0,0,,,,
1-Jan,RYB,KOL,CAR,1,0,0,,,,
4-Jan,RYB,KOL,CAR,1,0,0,,,,
6-Jan,RYB,KOL,CAR,1,0,0,,,,
8-Jan,RYB,KOL,CAR,1,0,0,,,,
9-Jan,RYB,KOL,CAR,1,0,0,,,,
1-Feb,RYB,KOL,CAR,1,0,0,,,,
3-Feb,RYB,KOL,CAR,1,0,0,,,,
2-Mar,RYB,KOL,CAR,2,0,0,,,,
3-Mar,RYB,KOL,CAR,3,0,0,,,,
5-Mar,RYB,KOL,CAR,2,0,0,,,,
3-Apr,RYB,KOL,CAR,2,0,0,,,,
2-May,RYB,KOL,CAR,1,0,0,,,,
5-May,RYB,KOL,CAR,1,0,0,,,,
8-May,RYB,KOL,CAR,1,0,0,,,,
2-Jun,RYB,KOL,CAR,1,0,0,,,,
3-Jun,RYB,KOL,CAR,2,0,0,,,,
7-Jun,RYB,KOL,CAR,1,0,0,,,,
1-Jul,RYB,KOL,CAR,1,0,0,,,,
6-Jul,RYB,KOL,CAR,1,0,0,,,,
8-Jul,RYB,KOL,CAR,3,0,0,,,,
9-Jul,RYB,KOL,CAR,1,0,0,,,,
7-Aug,RYB,KOL,CAR,1,0,0,,,,
6-Sep,RYB,KOL,CAR,2,0,0,,,,
8-Sep,RYB,KOL,CAR,1,0,0,,,,
10-Oct,RYB,KOL,CAR,1,0,0,,,,
4-Nov,RYB,KOL,CAR,1,0,0,,,,
6-Nov,RYB,KOL,CAR,1,0,0,,,,
8-Nov,RYB,KOL,CAR,1,0,0,,,,
2-Dec,RYB,KOL,CAR,2,0,0,,,,
3-Dec,RYB,KOL,CAR,1,0,0,,,,
8-Dec,RYB,KOL,CAR,1,0,0,,,,
13-02,RYB,KOL,CAR,1,0,0,,,,
13-03,RYB,KOL,CAR,1,0,0,,,,
13-04,RYB,KOL,CAR,1,0,0,,,,
13-06,RYB,KOL,CAR,1,0,0,,,,
13-09,RYB,KOL,CAR,1,0,0,,,,
13-10,RYB,KOL,CAR,1,0,0,,,,
9-May,RYB,KOL,CHARLES NEERLAND,1,0,0,,,,
1-Jan,RYB,KOL,CLA,1,0,0,,,,
2-Jan,RYB,KOL,CLA,1,0,0,,,,
3-Jan,RYB,KOL,CLA,1,0,0,,,,
5-Jan,RYB,KOL,CLA,1,0,0,,,,
6-Jan,RYB,KOL,CLA,2,0,0,,,,
7-Jan,RYB,KOL,CLA,2,0,0,,,,
9-Jan,RYB,KOL,CLA,3,0,0,,,,
2-Feb,RYB,KOL,CLA,2,0,0,,,,
3-Feb,RYB,KOL,CLA,2,0,0,,,,
5-Feb,RYB,KOL,CLA,4,0,0,,,,
6-Apr,RYB,KOL,CLA,1,0,0,,,,
8-Apr,RYB,KOL,CLA,1,0,0,,,,
9-Apr,RYB,KOL,CLA,2,0,0,,,,
3-May,RYB,KOL,CLA,1,0,0,,,,
4-May,RYB,KOL,CLA,1,0,0,,,,
2-Jun,RYB,KOL,CLA,2,0,0,,,,
3-Jun,RYB,KOL,CLA,1,0,0,,,,
5-Jun,RYB,KOL,CLA,2,0,0,,,,
2-Jul,RYB,KOL,CLA,5,0,0,,,,
3-Jul,RYB,KOL,CLA,1,0,0,,,,
5-Jul,RYB,KOL,CLA,2,0,0,,,,
8-Jul,RYB,KOL,CLA,3,0,0,,,,
10-Jul,RYB,KOL,CLA,1,0,0,,,,
2-Aug,RYB,KOL,CLA,1,0,0,,,,
6-Aug,RYB,KOL,CLA,3,0,0,,,,
7-Aug,RYB,KOL,CLA,1,0,0,,,,
8-Aug,RYB,KOL,CLA,5,0,0,,,,
9-Aug,RYB,KOL,CLA,1,0,0,,,,
10-Aug,RYB,KOL,CLA,1,0,0,,,,
1-Sep,RYB,KOL,CLA,2,0,0,,,,
4-Sep,RYB,KOL,CLA,2,0,0,,,,
5-Sep,RYB,KOL,CLA,1,0,0,,,,
8-Sep,RYB,KOL,CLA,1,0,0,,,,
10-Sep,RYB,KOL,CLA,1,0,0,,,,
3-Oct,RYB,KOL,CLA,1,0,0,,,,
6-Oct,RYB,KOL,CLA,3,0,0,,,,
8-Oct,RYB,KOL,CLA,1,0,0,,,,
8-Oct,RYB,KOL,CLA,1,0,0,,,,
9-Oct,RYB,KOL,CLA,1,0,0,,,,
11-Oct,RYB,KOL,CLA,1,0,0,,,,
3-Nov,RYB,KOL,CLA,1,0,0,,,,
6-Nov,RYB,KOL,CLA,4,0,0,,,,
7-Nov,RYB,KOL,CLA,3,0,0,,,,
8-Nov,RYB,KOL,CLA,1,0,0,,,,
9-Nov,RYB,KOL,CLA,2,0,0,,,,
1-Dec,RYB,KOL,CLA,1,0,0,,,,
2-Dec,RYB,KOL,CLA,2,0,0,,,,
4-Dec,RYB,KOL,CLA,1,0,0,,,,
6-Dec,RYB,KOL,CLA,1,0,0,,,,
8-Dec,RYB,KOL,CLA,2,0,0,,,,
9-Dec,RYB,KOL,CLA,2,0,0,,,,
10-Dec,RYB,KOL,CLA,1,0,0,,,,
13-02,RYB,KOL,CLA,1,0,0,,,,
13-03,RYB,KOL,CLA,3,0,0,,,,
13-04,RYB,KOL,CLA,1,0,0,,,,
13-04,RYB,KOL,CLA,1,0,0,,,,
13-05,RYB,KOL,CLA,4,0,0,,,,
13-06,RYB,KOL,CLA,2,0,0,,,,
13-08,RYB,KOL,CLA,1,0,0,,,,
13-09,RYB,KOL,CLA,1,0,0,,,,
13-10,RYB,KOL,CLA,3,0,0,,,,
5-Dec,RYB,KOL,ED KIM,1,0,0,,,,
9-Jan,RYB,KOL,EVE,1,0,0,,,,
10-Jan,RYB,KOL,EVE,1,0,0,,,,
1-Feb,RYB,KOL,EVE,1,0,0,,,,
2-Feb,RYB,KOL,EVE,1,0,0,,,,
5-Feb,RYB,KOL,EVE,1,0,0,,,,
4-Mar,RYB,KOL,EVE,3,0,0,,,,
6-Mar,RYB,KOL,EVE,2,0,0,,,,
2-Apr,RYB,KOL,EVE,1,0,0,,,,
4-Apr,RYB,KOL,EVE,1,0,0,,,,
8-May,RYB,KOL,EVE,1,0,0,,,,
2-Jun,RYB,KOL,EVE,1,0,0,,,,
1-Jul,RYB,KOL,EVE,1,0,0,,,,
7-Jul,RYB,KOL,EVE,1,0,0,,,,
2-Aug,RYB,KOL,EVE,1,0,0,,,,
9-Aug,RYB,KOL,EVE,1,0,0,,,,
10-Aug,RYB,KOL,EVE,2,0,0,,,,
8-Sep,RYB,KOL,EVE,1,0,0,,,,
10-Oct,RYB,KOL,EVE,1,0,0,,,,
10-Oct,RYB,KOL,EVE,1,0,0,,,,
2-Nov,RYB,KOL,EVE,1,0,0,,,,
7-Nov,RYB,KOL,EVE,1,0,0,,,,
2-Dec,RYB,KOL,EVE,1,0,0,,,,
4-Dec,RYB,KOL,EVE,2,0,0,,,,
6-Dec,RYB,KOL,EVE,1,0,0,,,,
9-Dec,RYB,KOL,EVE,1,0,0,,,,
11-Dec,RYB,KOL,EVE,3,0,0,,,,
13-01,RYB,KOL,EVE,1,0,0,,,,
13-03,RYB,KOL,EVE,1,0,0,,,,
13-06,RYB,KOL,EVE,3,0,0,,,,
13-08,RYB,KOL,EVE,1,0,0,,,,
13-10,RYB,KOL,EVE,1,0,0,,,,
1-Jan,RYB,KOL,FIS,2,0,0,,,,
2-Jan,RYB,KOL,FIS,2,0,0,,,,
3-Jan,RYB,KOL,FIS,2,0,0,,,,
4-Jan,RYB,KOL,FIS,1,0,0,,,,
6-Jan,RYB,KOL,FIS,1,0,0,,,,
7-Jan,RYB,KOL,FIS,2,0,0,,,,
8-Jan,RYB,KOL,FIS,1,0,0,,,,
2-Feb,RYB,KOL,FIS,7,0,0,,,,
3-Feb,RYB,KOL,FIS,1,0,0,,,,
5-Feb,RYB,KOL,FIS,3,0,0,,,,
6-Feb,RYB,KOL,FIS,1,0,0,,,,
8-Feb,RYB,KOL,FIS,1,0,0,,,,
3-Mar,RYB,KOL,FIS,1,0,0,,,,
5-Mar,RYB,KOL,FIS,1,0,0,,,,
6-Mar,RYB,KOL,FIS,2,0,0,,,,
8-Mar,RYB,KOL,FIS,1,0,0,,,,
2-Apr,RYB,KOL,FIS,2,0,0,,,,
3-Apr,RYB,KOL,FIS,1,0,0,,,,
5-Apr,RYB,KOL,FIS,2,0,0,,,,
6-Apr,RYB,KOL,FIS,1,0,0,,,,
8-Apr,RYB,KOL,FIS,1,0,0,,,,
6-May,RYB,KOL,FIS,2,0,0,,,,
2-Jun,RYB,KOL,FIS,3,0,0,,,,
3-Jun,RYB,KOL,FIS,2,0,0,,,,
4-Jun,RYB,KOL,FIS,3,0,0,,,,
8-Jun,RYB,KOL,FIS,1,0,0,,,,
1-Jul,RYB,KOL,FIS,1,0,0,,,,
3-Jul,RYB,KOL,FIS,2,0,0,,,,
5-Jul,RYB,KOL,FIS,2,0,0,,,,
8-Jul,RYB,KOL,FIS,4,0,0,,,,
9-Jul,RYB,KOL,FIS,1,0,0,,,,
2-Aug,RYB,KOL,FIS,3,0,0,,,,
5-Aug,RYB,KOL,FIS,1,0,0,,,,
6-Aug,RYB,KOL,FIS,1,0,0,,,,
8-Aug,RYB,KOL,FIS,1,0,0,,,,
9-Aug,RYB,KOL,FIS,1,0,0,,,,
10-Aug,RYB,KOL,FIS,2,0,0,,,,
1-Sep,RYB,KOL,FIS,2,0,0,,,,
2-Sep,RYB,KOL,FIS,2,0,0,,,,
3-Sep,RYB,KOL,FIS,1,0,0,,,,
4-Sep,RYB,KOL,FIS,1,0,0,,,,
5-Sep,RYB,KOL,FIS,7,0,0,,,,
6-Sep,RYB,KOL,FIS,1,0,0,,,,
7-Sep,RYB,KOL,FIS,4,0,0,,,,
8-Sep,RYB,KOL,FIS,2,0,0,,,,
9-Sep,RYB,KOL,FIS,1,0,0,,,,
10-Sep,RYB,KOL,FIS,1,0,0,,,,
5-Oct,RYB,KOL,FIS,1,0,0,,,,
6-Oct,RYB,KOL,FIS,1,0,0,,,,
7-Oct,RYB,KOL,FIS,3,0,0,,,,
8-Oct,RYB,KOL,FIS,2,0,0,,,,
10-Oct,RYB,KOL,FIS,2,0,0,,,,
11-Oct,RYB,KOL,FIS,1,0,0,,,,
2-Nov,RYB,KOL,FIS,2,0,0,,,,
5-Nov,RYB,KOL,FIS,1,0,0,,,,
7-Nov,RYB,KOL,FIS,3,0,0,,,,
8-Nov,RYB,KOL,FIS,3,0,0,,,,
1-Dec,RYB,KOL,FIS,3,0,0,,,,
2-Dec,RYB,KOL,FIS,4,0,0,,,,
3-Dec,RYB,KOL,FIS,1,0,0,,,,
3-Dec,RYB,KOL,FIS,2,0,0,,,,
4-Dec,RYB,KOL,FIS,1,0,0,,,,
5-Dec,RYB,KOL,FIS,3,0,0,,,,
6-Dec,RYB,KOL,FIS,2,0,0,,,,
8-Dec,RYB,KOL,FIS,1,0,0,,,,
9-Dec,RYB,KOL,FIS,2,0,0,,,,
10-Dec,RYB,KOL,FIS,1,0,0,,,,
11-Dec,RYB,KOL,FIS,4,0,0,,,,
13-01,RYB,KOL,FIS,1,0,0,,,,
13-02,RYB,KOL,FIS,4,0,0,,,,
13-03,RYB,KOL,FIS,1,0,0,,,,
13-05,RYB,KOL,FIS,5,0,0,,,,
13-06,RYB,KOL,FIS,1,0,0,,,,
13-07,RYB,KOL,FIS,1,0,0,,,,
13-08,RYB,KOL,FIS,1,0,0,,,,
13-09,RYB,KOL,FIS,1,0,0,,,,
10-Jan,RYB,KOL,FIX AUTOMARK,1,0,0,,,,
2-Jan,RYB,KOL,FLO,2,0,0,,,,
3-Jan,RYB,KOL,FLO,5,0,0,,,,
4-Jan,RYB,KOL,FLO,2,0,0,,,,
5-Jan,RYB,KOL,FLO,4,0,0,,,,
6-Jan,RYB,KOL,FLO,1,0,0,,,,
7-Jan,RYB,KOL,FLO,2,0,0,,,,
8-Jan,RYB,KOL,FLO,2,0,0,,,,
9-Jan,RYB,KOL,FLO,6,0,0,,,,
10-Jan,RYB,KOL,FLO,2,0,0,,,,
1-Feb,RYB,KOL,FLO,11,0,0,,,,
2-Feb,RYB,KOL,FLO,12,0,0,,,,
3-Feb,RYB,KOL,FLO,7,0,0,,,,
4-Feb,RYB,KOL,FLO,1,0,0,,,,
5-Feb,RYB,KOL,FLO,2,0,0,,,,
6-Feb,RYB,KOL,FLO,4,0,0,,,,
8-Feb,RYB,KOL,FLO,1,0,0,,,,
10-Feb,RYB,KOL,FLO,2,0,0,,,,
2-Mar,RYB,KOL,FLO,3,0,0,,,,
3-Mar,RYB,KOL,FLO,1,0,0,,,,
3-Mar,RYB,KOL,FLO,2,0,0,,,,
4-Mar,RYB,KOL,FLO,1,0,0,,,,
5-Mar,RYB,KOL,FLO,2,0,0,,,,
6-Mar,RYB,KOL,FLO,9,0,0,,,,
7-Mar,RYB,KOL,FLO,1,0,0,,,,
9-Mar,RYB,KOL,FLO,1,0,0,,,,
1-Apr,RYB,KOL,FLO,3,0,0,,,,
3-Apr,RYB,KOL,FLO,3,0,0,,,,
6-Apr,RYB,KOL,FLO,4,0,0,,,,
7-Apr,RYB,KOL,FLO,2,0,0,,,,
8-Apr,RYB,KOL,FLO,1,0,0,,,,
9-Apr,RYB,KOL,FLO,2,0,0,,,,
1-May,RYB,KOL,FLO,3,0,0,,,,
3-May,RYB,KOL,FLO,1,0,0,,,,
4-May,RYB,KOL,FLO,1,0,0,,,,
5-May,RYB,KOL,FLO,1,0,0,,,,
6-May,RYB,KOL,FLO,2,0,0,,,,
7-May,RYB,KOL,FLO,1,0,0,,,,
8-May,RYB,KOL,FLO,1,0,0,,,,
1-Jun,RYB,KOL,FLO,1,0,0,,,,
2-Jun,RYB,KOL,FLO,5,0,0,,,,
3-Jun,RYB,KOL,FLO,3,0,0,,,,
4-Jun,RYB,KOL,FLO,2,0,0,,,,
5-Jun,RYB,KOL,FLO,4,0,0,,,,
7-Jun,RYB,KOL,FLO,2,0,0,,,,
8-Jun,RYB,KOL,FLO,3,0,0,,,,
1-Jul,RYB,KOL,FLO,1,0,0,,,,
2-Jul,RYB,KOL,FLO,5,0,0,,,,
3-Jul,RYB,KOL,FLO,7,0,0,,,,
5-Jul,RYB,KOL,FLO,1,0,0,,,,
6-Jul,RYB,KOL,FLO,1,0,0,,,,
8-Jul,RYB,KOL,FLO,2,0,0,,,,
9-Jul,RYB,KOL,FLO,4,0,0,,,,
10-Jul,RYB,KOL,FLO,2,0,0,,,,
1-Aug,RYB,KOL,FLO,1,0,0,,,,
2-Aug,RYB,KOL,FLO,5,0,0,,,,
3-Aug,RYB,KOL,FLO,2,0,0,,,,
4-Aug,RYB,KOL,FLO,2,0,0,,,,
6-Aug,RYB,KOL,FLO,4,0,0,,,,
7-Aug,RYB,KOL,FLO,4,0,0,,,,
8-Aug,RYB,KOL,FLO,3,0,0,,,,
9-Aug,RYB,KOL,FLO,2,0,0,,,,
10-Aug,RYB,KOL,FLO,2,0,0,,,,
1-Sep,RYB,KOL,FLO,3,0,0,,,,
2-Sep,RYB,KOL,FLO,9,0,0,,,,
3-Sep,RYB,KOL,FLO,1,0,0,,,,
5-Sep,RYB,KOL,FLO,3,0,0,,,,
6-Sep,RYB,KOL,FLO,1,0,0,,,,
7-Sep,RYB,KOL,FLO,4,0,0,,,,
8-Sep,RYB,KOL,FLO,11,0,0,,,,
9-Sep,RYB,KOL,FLO,7,0,0,,,,
10-Sep,RYB,KOL,FLO,1,0,0,,,,
1-Oct,RYB,KOL,FLO,2,0,0,,,,
2-Oct,RYB,KOL,FLO,3,0,0,,,,
4-Oct,RYB,KOL,FLO,2,0,0,,,,
6-Oct,RYB,KOL,FLO,3,0,0,,,,
7-Oct,RYB,KOL,FLO,3,0,0,,,,
8-Oct,RYB,KOL,FLO,2,0,0,,,,
10-Oct,RYB,KOL,FLO,5,0,0,,,,
1-Nov,RYB,KOL,FLO,4,0,0,,,,
2-Nov,RYB,KOL,FLO,2,0,0,,,,
3-Nov,RYB,KOL,FLO,4,0,0,,,,
4-Nov,RYB,KOL,FLO,2,0,0,,,,
5-Nov,RYB,KOL,FLO,1,0,0,,,,
6-Nov,RYB,KOL,FLO,1,0,0,,,,
7-Nov,RYB,KOL,FLO,2,0,0,,,,
8-Nov,RYB,KOL,FLO,3,0,0,,,,
1-Dec,RYB,KOL,FLO,9,0,0,,,,
2-Dec,RYB,KOL,FLO,12,0,0,,,,
3-Dec,RYB,KOL,FLO,1,0,0,,,,
4-Dec,RYB,KOL,FLO,3,0,0,,,,
5-Dec,RYB,KOL,FLO,10,0,0,,,,
6-Dec,RYB,KOL,FLO,1,0,0,,,,
7-Dec,RYB,KOL,FLO,1,0,0,,,,
8-Dec,RYB,KOL,FLO,4,0,0,,,,
9-Dec,RYB,KOL,FLO,3,0,0,,,,
11-Dec,RYB,KOL,FLO,4,0,0,,,,
13-01,RYB,KOL,FLO,1,0,0,,,,
13-02,RYB,KOL,FLO,6,0,0,,,,
13-03,RYB,KOL,FLO,2,0,0,,,,
13-04,RYB,KOL,FLO,4,0,0,,,,
13-05,RYB,KOL,FLO,5,0,0,,,,
13-06,RYB,KOL,FLO,3,0,0,,,,
13-07,RYB,KOL,FLO,3,0,0,,,,
13-08,RYB,KOL,FLO,1,0,0,,,,
13-08,RYB,KOL,FLO,2,0,0,,,,
13-09,RYB,KOL,FLO,1,0,0,,,,
13-10,RYB,KOL,FLO,1,0,0,,,,
1-Jan,RYB,KOL,FRA,2,0,0,,,,
2-Jan,RYB,KOL,FRA,3,0,0,,,,
3-Jan,RYB,KOL,FRA,3,0,0,,,,
4-Jan,RYB,KOL,FRA,7,0,0,,,,
5-Jan,RYB,KOL,FRA,1,0,0,,,,
6-Jan,RYB,KOL,FRA,4,0,0,,,,
7-Jan,RYB,KOL,FRA,1,0,0,,,,
8-Jan,RYB,KOL,FRA,1,0,0,,,,
9-Jan,RYB,KOL,FRA,4,0,0,,,,
10-Jan,RYB,KOL,FRA,4,0,0,,,,
1-Feb,RYB,KOL,FRA,4,0,0,,,,
2-Feb,RYB,KOL,FRA,16,0,0,,,,
3-Feb,RYB,KOL,FRA,1,0,0,,,,
5-Feb,RYB,KOL,FRA,5,0,0,,,,
6-Feb,RYB,KOL,FRA,3,0,0,,,,
7-Feb,RYB,KOL,FRA,2,0,0,,,,
10-Feb,RYB,KOL,FRA,1,0,0,,,,
1-Mar,RYB,KOL,FRA,1,0,0,,,,
2-Mar,RYB,KOL,FRA,1,0,0,,,,
3-Mar,RYB,KOL,FRA,3,0,0,,,,
4-Mar,RYB,KOL,FRA,2,0,0,,,,
5-Mar,RYB,KOL,FRA,2,0,0,,,,
6-Mar,RYB,KOL,FRA,5,0,0,,,,
7-Mar,RYB,KOL,FRA,3,0,0,,,,
1-Apr,RYB,KOL,FRA,1,0,0,,,,
4-Apr,RYB,KOL,FRA,3,0,0,,,,
5-Apr,RYB,KOL,FRA,1,0,0,,,,
6-Apr,RYB,KOL,FRA,3,0,0,,,,
7-Apr,RYB,KOL,FRA,1,0,0,,,,
8-Apr,RYB,KOL,FRA,2,0,0,,,,
9-Apr,RYB,KOL,FRA,2,0,0,,,,
10-Apr,RYB,KOL,FRA,1,0,0,,,,
1-May,RYB,KOL,FRA,1,0,0,,,,
5-May,RYB,KOL,FRA,1,0,0,,,,
7-May,RYB,KOL,FRA,1,0,0,,,,
2-Jun,RYB,KOL,FRA,1,0,0,,,,
4-Jun,RYB,KOL,FRA,1,0,0,,,,
8-Jun,RYB,KOL,FRA,1,0,0,,,,
1-Jul,RYB,KOL,FRA,5,0,0,,,,
3-Jul,RYB,KOL,FRA,2,0,0,,,,
4-Jul,RYB,KOL,FRA,3,0,0,,,,
5-Jul,RYB,KOL,FRA,1,0,0,,,,
6-Jul,RYB,KOL,FRA,3,0,0,,,,
7-Jul,RYB,KOL,FRA,2,0,0,,,,
8-Jul,RYB,KOL,FRA,4,0,0,,,,
9-Jul,RYB,KOL,FRA,3,0,0,,,,
10-Jul,RYB,KOL,FRA,3,0,0,,,,
11-Jul,RYB,KOL,FRA,1,0,0,,,,
4-Aug,RYB,KOL,FRA,2,0,0,,,,
5-Aug,RYB,KOL,FRA,3,0,0,,,,
6-Aug,RYB,KOL,FRA,4,0,0,,,,
7-Aug,RYB,KOL,FRA,1,0,0,,,,
8-Aug,RYB,KOL,FRA,3,0,0,,,,
9-Aug,RYB,KOL,FRA,2,0,0,,,,
10-Aug,RYB,KOL,FRA,1,0,0,,,,
1-Sep,RYB,KOL,FRA,3,0,0,,,,
2-Sep,RYB,KOL,FRA,6,0,0,,,,
5-Sep,RYB,KOL,FRA,3,0,0,,,,
7-Sep,RYB,KOL,FRA,1,0,0,,,,
8-Sep,RYB,KOL,FRA,7,0,0,,,,
9-Sep,RYB,KOL,FRA,1,0,0,,,,
10-Sep,RYB,KOL,FRA,1,0,0,,,,
1-Oct,RYB,KOL,FRA,1,0,0,,,,
2-Oct,RYB,KOL,FRA,1,0,0,,,,
3-Oct,RYB,KOL,FRA,8,0,0,,,,
4-Oct,RYB,KOL,FRA,1,0,0,,,,
6-Oct,RYB,KOL,FRA,2,0,0,,,,
7-Oct,RYB,KOL,FRA,1,0,0,,,,
8-Oct,RYB,KOL,FRA,5,0,0,,,,
9-Oct,RYB,KOL,FRA,1,0,0,,,,
10-Oct,RYB,KOL,FRA,1,0,0,,,,
1-Nov,RYB,KOL,FRA,2,0,0,,,,
2-Nov,RYB,KOL,FRA,1,0,0,,,,
3-Nov,RYB,KOL,FRA,2,0,0,,,,
5-Nov,RYB,KOL,FRA,2,0,0,,,,
6-Nov,RYB,KOL,FRA,5,0,0,,,,
7-Nov,RYB,KOL,FRA,6,0,0,,,,
